,Titulo,Final_score,Criteria_scores,Out_degrees,In_degrees,Clustering_coefficient,ASP,ASPW
1150,Título: Em Prol do Futuro,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.2530120481927711,1.2530120481927711,0.0011236007473076177,8.326770496620629,8.39068468997943
1151,Título: Em meio ao descaso só existe uma solução... Paralisação.,"
											7										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.0, 'Competência 5': 1.5}",1.2149532710280373,1.2149532710280373,0.003259416647698756,9.852406982895433,10.010403808852054
1152,Título: Educação: Carencia de investimentos,"
											6										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.267605633802817,1.267605633802817,0.011150401967415307,8.544668008048289,8.88169014084507
1153,Título: Educação! Será que tem solução?,"
											5,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.358695652173913,1.358695652173913,0.011128364389233954,9.008838987099857,9.211060678451982
1154,Título: Educação pública: reivindicar para assegurar,"
											4										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 0.5, 'Competência 4': 1.0, 'Competência 5': 0.5}",1.2577319587628866,1.2577319587628866,0.010620730295403943,9.395081615120274,9.686963058419243
1155,"Título: Educação pública, motivo de revoltas.","
											6										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.0}",1.6702127659574468,1.6702127659574468,0.008584670001732225,6.690917410203615,7.409402882635552
1156,Título: Educação pública : um fator importante ao progresso,"
											7										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.2479338842975207,1.2479338842975207,0.0035328364740263565,11.013498622589532,11.469559228650137
1157,Título: Educação em prol do desenvolvimento,"
											6										","{'Competência 1': 1.0, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.2586206896551724,1.2586206896551724,0.002658045977011494,8.766116941529235,9.237631184407796
1158,Título: Educação em greve: Essa é a melhor alternativa para todos?,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.394736842105263,1.394736842105263,0.009421438697754487,7.56388759509393,7.619469026548672
1159,Título: Educação em Greve,"
											6										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.0}",1.196078431372549,1.196078431372549,0.0,13.581440496990876,13.776257037468453
1160,Título: Lutar pela educação,"
											3,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 0.5, 'Competência 4': 0.5, 'Competência 5': 0.5}",1.34,1.34,0.03121245421245421,7.493030303030303,7.493030303030303
1161,Título: Educação deslavada,"
											5,5										","{'Competência 1': 1.0, 'Competência 2': 0.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.25,1.25,0.0,9.327480245829674,9.63169446883231
1162,"Título: Educação de qualidade, direito de todos!","
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.5,1.5,0.006350029884437103,6.735438596491228,7.256666666666667
1163,Título: Educação  de Qualidade Direito de todos,"
											3,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 0.5, 'Competência 4': 0.5, 'Competência 5': 0.5}",1.536231884057971,1.536231884057971,0.013916843013958116,6.052216538789429,6.410485933503836
1164,Título: Divisor de águas: Greve nas federais e a luta por dias melhores.,"
											8,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 2.0, 'Competência 4': 1.5, 'Competência 5': 2.0}",1.3461538461538463,1.3461538461538463,0.0,8.828790141896938,9.060119492158327
1165,Título: Direito de greve x Direitos da sociedade,"
											8										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 2.0, 'Competência 5': 1.5}",1.1958762886597938,1.1958762886597938,0.006357388316151203,13.193298969072165,13.817762027491408
1166,Título: DIREITO CIDADÃO,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.2719298245614035,1.2719298245614035,0.0010964912280701754,9.061869274957305,9.32665735134296
1167,Título: Dilema brasileiro,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.4545454545454546,1.4545454545454546,0.01108053904664074,6.425068870523416,6.480853994490358
1168,Título: Direitos exercidos com responsabilidades,"
											8,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 2.0, 'Competência 5': 2.0}",1.158878504672897,1.158878504672897,0.0,11.329836007758773,11.329836007758773
1169,Título: Diga Sim aos seus Direitos!,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.5353535353535352,1.5353535353535352,0.009865378237054356,5.903215831787261,5.98886827458256
1170,Título: Difícil,"
											9										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 2.0, 'Competência 4': 2.0, 'Competência 5': 2.0}",1.2933333333333332,1.2933333333333332,0.0029027938574554143,11.121476510067113,11.802013422818792
1171,Título: Descaso Público,"
											7										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.2298850574712643,1.2298850574712643,0.008435960591133006,10.580593424218124,10.70181769580326
1172,Título: Descaso do governo,"
											4										","{'Competência 1': 1.0, 'Competência 2': 0.5, 'Competência 3': 1.0, 'Competência 4': 0.5, 'Competência 5': 1.0}",1.41,1.41,0.011484377904563024,7.928282828282828,8.731616161616161
1173,Título: Descaso com a educação,"
											8,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 2.0, 'Competência 5': 2.0}",1.184782608695652,1.184782608695652,0.006340579710144928,10.212852365026277,10.212852365026277
1174,Título: Deriva Nacional,"
											7										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.0, 'Competência 5': 1.5}",1.0930232558139534,1.0930232558139534,0.0029069767441860465,18.36688468992248,18.929808624031008
1175,Título: Conhecimento em greve,"
											6										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.5}",1.3414634146341464,1.3414634146341464,0.021340199089395356,6.342818428184282,6.437368262571515
1176,Título: Como estudar?,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.48,1.48,0.05946954459978742,6.058378378378379,6.058378378378379
1177,Título: Efeito dominó,"
											8,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 2.0, 'Competência 5': 2.0}",1.1983471074380165,1.1983471074380165,0.0,11.955371900826446,12.337121212121213
1178,Título: Cadê os investimentos na educação?,"
											4										","{'Competência 1': 1.0, 'Competência 2': 0.5, 'Competência 3': 0.5, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.271186440677966,1.271186440677966,0.021751412429378534,8.060783167738165,8.060783167738165
1179,Título: Brasil: o país reconhecido mais pelo futebol e menos pela educação.,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.4615384615384615,1.4615384615384615,0.004617726658584892,7.615104555638537,7.994865571321882
1180,"Título: Brasil, empurra ou deixa passar?","
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3376623376623376,1.3376623376623376,0.0019721019721019722,7.616712235133288,7.665413533834586
1181,"Título: Brasil, educação caótica","
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.313953488372093,1.313953488372093,0.0056815316198948005,8.661969904240767,9.1515731874145
1182,Título: Brasil opróbrio,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.5,1.5,0.008011804338011031,6.872366621067031,7.032694938440493
1183,Título: Bons profissionais são frutos de uma boa educação,"
											6										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.2133333333333334,1.2133333333333334,0.004007936507936508,9.624324324324323,9.844504504504505
1184,Título: Benefícios ou prejuízos ?,"
											4,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 0.5}",1.1844660194174756,1.1844660194174756,0.0,11.175423567485247,11.392061679040548
1185,Título: Ato contraditório,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.3766233766233766,1.3766233766233766,0.002874699393135101,7.669514695830485,7.9935064935064934
1186,Título: Até que ponto deve ir uma greve,"
											5,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.5757575757575757,1.5757575757575757,0.012515744805540003,6.141958041958042,6.336363636363636
1187,Título: As Greves brasileiras,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.5, 'Competência 4': 1.0, 'Competência 5': 1.5}",1.4337349397590362,1.4337349397590362,0.015383245061201773,7.569791360564208,7.754334410813987
1188,Título: As consequências da greve,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.3,1.3,0.010766806722689076,9.147412008281574,9.422981366459627
1189,"Título: Acredite, no momento esta e a nossa maior preocupação.","
											4,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 0.5}",1.2352941176470589,1.2352941176470589,0.019607843137254905,11.571553994732222,11.571553994732222
1190,Título: Abra os olhos,"
											4,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 0.5, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.2763157894736843,1.2763157894736843,0.0097953216374269,8.191052631578948,8.191052631578948
1191,Título: A voz do Brasil,"
											8,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 2.0, 'Competência 5': 2.0}",1.1578947368421053,1.1578947368421053,0.0,11.89186461729545,11.89186461729545
1192,Título: A união realmente faz a força!,"
											6,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.4269662921348314,1.4269662921348314,0.006397576622295724,7.937563840653728,8.164708886619
1193,Título: A semente da mudança,"
											6										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.0}",1.36986301369863,1.36986301369863,0.015693629049793434,7.446156773211568,7.707572298325723
1194,Título: A Profissão mais importante,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.1944444444444444,1.1944444444444444,0.008597883597883597,9.703638497652582,9.703638497652582
1195,Título: Educação em greve,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.4365079365079365,1.4365079365079365,0.00645628621819098,7.591111111111111,7.630158730158731
1196,Título: A luta por uma universidade púbilca de qualidade,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.4081632653061225,1.4081632653061225,0.0016478958854842277,7.699768567220703,8.051861981906164
1197,Título: A LUTA PELOS DIREITOS NA EDUCAÇÃO,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 2.0, 'Competência 5': 2.0}",1.3214285714285714,1.3214285714285714,0.0007605820105820105,7.617900172117039,8.017498565691337
1198,Título: A luta pelo reconhecimento,"
											4										","{'Competência 1': 1.0, 'Competência 2': 0.5, 'Competência 3': 0.5, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.408450704225352,1.408450704225352,0.009034331893547756,6.928169014084507,7.195975855130785
1199,Título: Melhorias em prol da satisfação,"
											6										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.380952380952381,1.380952380952381,0.02049555933484505,7.204962707974756,7.626219162363741
1200,Título: A Luta Pela Educação de Qualidade no Brasil.,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3333333333333333,1.3333333333333333,0.002321508900456269,8.486492780624127,8.817730166123273
1201,Título: A luta,"
											4,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 0.5, 'Competência 5': 1.0}",1.28,1.28,0.0043663365231140575,10.621515151515151,11.132424242424243
1202,Título: A legitimidade do movimento grevista,"
											7										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.2439024390243902,1.2439024390243902,0.00497659522049766,8.025444143330322,8.44308943089431
1203,"Título: A inviabilidade da greve, e a não preocupação do governo.","
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3888888888888888,1.3888888888888888,0.012429270046831132,9.935205992509363,10.384019975031212
1204,Título: A postura da Mídia frente aos movimentos grevistas,"
											6,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.346938775510204,1.346938775510204,0.007568027210884354,10.047548916473806,10.811697875026299
1205,Título: A importância de um direito constitucional para melhorar a educação brasileira,"
											5,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.441860465116279,1.441860465116279,0.01845965560705686,8.343091655266758,8.510807113543091
1206,Título: Greve nas universidades públicas,"
											6										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3157894736842106,1.3157894736842106,0.008599624060150376,8.090175438596491,8.307017543859649
1207,Título: A ilógica tenacidade dos responsáveis pela greve,"
											7										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3563218390804597,1.3563218390804597,0.005194460284458482,8.344426623897354,8.597567495322107
1208,"Título: A greve: pós,contra e prejuízos","
											3										","{'Competência 1': 1.0, 'Competência 2': 0.5, 'Competência 3': 0.5, 'Competência 4': 0.5, 'Competência 5': 0.5}",1.1797752808988764,1.1797752808988764,0.007490636704119851,10.103549540347293,10.103549540347293
1209,Título: A greve que nunca acaba.,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.294871794871795,1.294871794871795,0.003343878343878344,7.508991008991009,7.508991008991009
1210,Título: A greve na educação muda o que?,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.4305555555555556,1.4305555555555556,0.0007991622574955908,6.870109546165884,7.132237871674492
1211,Título: A greve nas universidades não é um problema individual.,"
											6,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 2.0, 'Competência 5': 1.5}",1.3636363636363635,1.3636363636363635,0.0037878787878787884,7.873824451410658,8.133228840125392
1212,Título: A greve e a evolução no ensino nacional,"
											6										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.25,1.25,0.0039021164021164016,8.457114170969593,8.457114170969593
1213,Título: A greve e a educação,"
											7										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 2.0, 'Competência 5': 2.0}",1.5180722891566265,1.5180722891566265,0.006321194881343908,8.005730238025272,8.964149280047017
1214,Título: A greve de professores,"
											4,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 0.5, 'Competência 5': 1.0}",1.2769230769230768,1.2769230769230768,0.008095551172474248,7.672115384615385,7.775
1215,Título: A GREVE DAS UNIVERSIDADES PÚBLICAS E A EDUCAÇÃO PÚBLICA,"
											6,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3983050847457628,1.3983050847457628,0.004421990783335699,9.291177748804868,10.393959148196437
1216,Título: A educação pede socorro,"
											5,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.3043478260869565,1.3043478260869565,0.011109398295103792,8.987638533674339,9.657715260017051
1217,Título: A educação em greve,"
											7										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3125,1.3125,0.0,8.794303797468354,9.146677215189873
1218,Título: A decadência do ensino público.,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.394736842105263,1.394736842105263,0.004617117184940522,7.280877192982456,7.695964912280702
1219,Título: A calamidade no ensino público,"
											6,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 2.0, 'Competência 5': 1.5}",1.3548387096774193,1.3548387096774193,0.015162570404505889,6.891327340031729,7.047065044949762
1220,Título: A busca pelo progresso da educação,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.144578313253012,1.144578313253012,0.0,9.058330884513664,9.058330884513664
1221,Título: A base para redução dos problemas do Brasil,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.0}",1.3157894736842106,1.3157894736842106,0.021287593984962407,8.045263157894738,8.045263157894738
1222,"Título: ""No final da história, quem paga o pato é o aluno""","
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 2.0, 'Competência 4': 1.0, 'Competência 5': 1.5}",1.3421052631578947,1.3421052631578947,0.005008797847343965,10.8017388604254,11.523210681571184
1223,Título: A inconfidência dos professores,"
											6										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.5}",1.6779661016949152,1.6779661016949152,0.014668119185588885,5.078901227352426,5.2180011689070716
1224,"Título: É mister a greve, para a educação avançar","
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.4259259259259258,1.4259259259259258,0.01108783509780789,6.770335756317064,6.924627898926964
1225,Título: 0s ideais almejado.,"
											3,5										","{'Competência 1': 1.0, 'Competência 2': 0.5, 'Competência 3': 1.0, 'Competência 4': 0.5, 'Competência 5': 0.5}",1.28,1.28,0.019481481481481485,8.523603603603604,8.523603603603604
1226,[redação sem título],"
											4,5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 0.5, 'Competência 5': 1.0}",1.1408450704225352,1.1408450704225352,0.002816901408450704,13.224748490945673,13.224748490945673
1227,[redação sem título],"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.4936708860759493,1.4936708860759493,0.00757060316226703,6.845829276209023,7.202693930542032
1228,[redação sem título],"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.2771084337349397,1.2771084337349397,0.0,8.210696444313841,8.600352630032324
1229,Título: Greve x Educação,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3725490196078431,1.3725490196078431,0.0011322819892846082,8.80625121335663,9.622112211221122
1230,[redação sem título],"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.0}",1.2875,1.2875,0.003294468068599755,8.37136075949367,8.646835443037975
1231,[redação sem título],"
											6										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.4680851063829787,1.4680851063829787,0.02357703860363435,7.32921528254404,7.411118737131091
1232,[redação sem título],"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3164556962025316,1.3164556962025316,0.00889592123769339,8.796170074651087,9.407335280753003
1233,[redação sem título],"
											9										","{'Competência 1': 1.5, 'Competência 2': 2.0, 'Competência 3': 1.5, 'Competência 4': 2.0, 'Competência 5': 2.0}",1.3418803418803418,1.3418803418803418,0.0,9.570512820512821,10.140878278809314
1234,[redação sem título],"
											6										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3893805309734513,1.3893805309734513,0.015674443550549744,7.8148704171934265,7.956779393173198
1235,Título: Sociedade do consumo,"
											8										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 2.0}",1.3220338983050848,1.3220338983050848,0.006436954445021026,7.851948428219615,8.052151238591916
1236,Título: Sociedade consumista,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.0}",1.4383561643835616,1.4383561643835616,0.009433767652945735,5.34779299847793,5.412100456621005
1237,Título: Sociedade consumista,"
											3										","{'Competência 1': 1.0, 'Competência 2': 0.5, 'Competência 3': 0.5, 'Competência 4': 0.5, 'Competência 5': 0.5}",1.6575342465753424,1.6575342465753424,0.005701401582896151,5.600266362252664,5.907914764079147
1238,Título: Simples Mercadorias,"
											7										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.0, 'Competência 5': 1.5}",1.2905982905982907,1.2905982905982907,0.01070750237416904,10.320512820512821,10.477969348659004
1239,Título: Será que um dia perceberemos o quão fúteis somos?,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.173913043478261,1.173913043478261,0.011775362318840582,10.628045867176303,10.628045867176303
1240,Título: Será que o poder de consumo pode determinar os padrões de felicidade?,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.3282442748091603,1.3282442748091603,0.0026990185387131952,9.110687022900763,9.573576042278333
1241,Título: Será mesmo esta a tão procurada felicidade?,"
											7										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.2947368421052632,1.2947368421052632,0.00456140350877193,8.772564389697648,8.909070548712206
1242,Título: Sentimento embriagado,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.1962616822429906,1.1962616822429906,0.0,9.773144066302239,10.095221301357785
1243,Título: Realmente o consumo traz felicidade?!,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.0}",1.3932584269662922,1.3932584269662922,0.006387767061109191,6.881511746680286,7.421603677221655
1244,Título: Questão de sobrevivência!,"
											6										","{'Competência 1': 1.0, 'Competência 2': 0.5, 'Competência 3': 1.5, 'Competência 4': 1.5, 'Competência 5': 1.5}",1.212962962962963,1.212962962962963,0.005607573866000832,10.317410868812738,10.463049498096227
1245,"Título: Precisamos consumir, mas antes devemos refletir","
											6										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.2894736842105263,1.2894736842105263,0.0029605263157894733,9.00421052631579,9.136140350877193
1246,"Título: Prazer temporal, ou prazer atemporal?","
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.186046511627907,1.186046511627907,0.0038113695090439275,10.719151846785225,10.719151846785225
1247,Título: Por que será que é assim comigo?,"
											0										","{'Competência 1': 0.0, 'Competência 2': 0.0, 'Competência 3': 0.0, 'Competência 4': 0.0, 'Competência 5': 0.0}",1.25,1.25,0.017889030612244897,10.37966537966538,10.37966537966538
1248,Título: Greve nas universidades: mobilização em prol da educação pública?,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.372340425531915,1.372340425531915,0.013647237317450083,7.102150537634409,7.102150537634409
1249,Título: Podemos conciliar felicidade com consumismo?,"
											5										","{'Competência 1': 1.0, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.0, 'Competência 5': 1.0}",1.380952380952381,1.380952380952381,0.004849300831443688,7.457257601835915,7.575731497418245
1250,Título: Cidadania em Greve,"
											6										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.0}",1.287037037037037,1.287037037037037,0.004976851851851851,9.133783316026307,9.133783316026307
1251,Título: Onde está a felicidade?,"
											7,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 2.0, 'Competência 5': 1.5}",1.2692307692307692,1.2692307692307692,0.005956196581196582,9.683159073935773,10.0739357729649
1252,Título: Onde está a felicidade?,"
											5										","{'Competência 1': 1.5, 'Competência 2': 1.0, 'Competência 3': 1.5, 'Competência 4': 0.0, 'Competência 5': 1.0}",1.4078947368421053,1.4078947368421053,0.011246063877642825,6.458070175438596,6.616315789473684
1253,Título: Olhai os lírios do campo,"
											6,5										","{'Competência 1': 1.5, 'Competência 2': 1.5, 'Competência 3': 1.0, 'Competência 4': 1.5, 'Competência 5': 1.0}",1.2272727272727273,1.2272727272727273,0.026677489177489185,9.07281067556297,9.07281067556297
